text,label
HDFC Bank faces legal challenges impacting market confidence.,negative
JSW Steel posts record profits of INR 591 crore.,positive
Market participants await Bajaj Finance quarterly results.,neutral
HDFC Bank reports robust performance with revenue of INR 2294 crore in Q3.,positive
SBI posts record profits of INR 895 crore.,positive
Shares of HDFC Bank fall after weak Q1 results.,negative
Investors cheer as Titan Company secures major contract worth INR 3204 crore.,positive
UltraTech Cement completes successful acquisition of Capital Ltd.,positive
Bharti Airtel completes successful acquisition of Industrial Group.,positive
ICICI Bank announces leadership changes in key divisions.,neutral
UltraTech Cement schedules board meeting for Q2.,neutral
Shares of Adani Ports trade flat amid mixed market sentiment.,neutral
Shares of Dr. Reddy's trade flat amid mixed market sentiment.,neutral
Analysts upgrade Adani Ports on improved growth outlook.,positive
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
HDFC Bank introduces a new product line in the domestic market.,neutral
Maruti Suzuki stock hits 52-week high on strong demand.,positive
JSW Steel announces organizational restructuring.,neutral
Kotak Mahindra Bank faces regulatory investigation over irregularities.,negative
Analysts downgrade UltraTech Cement citing poor performance.,negative
HCL Technologies misses earnings estimates with 21% drop in profit.,negative
Shares of SBI trade flat amid mixed market sentiment.,neutral
HDFC Bank misses earnings estimates with 7% drop in profit.,negative
Hindustan Unilever posts losses of INR 1462 crore this quarter.,negative
Bharti Airtel reports robust performance with revenue of INR 4483 crore in Q1.,positive
Market participants await Sun Pharma quarterly results.,neutral
Power Grid schedules board meeting for Q3.,neutral
Investors cheer as HDFC Bank secures major contract worth INR 2249 crore.,positive
Maruti Suzuki announces 17% increase in dividend payout.,positive
UltraTech Cement faces regulatory investigation over irregularities.,negative
Maruti Suzuki stock plunges 7% amid concerns over debt levels.,negative
Sun Pharma reports a 19% decline in net profit.,negative
Investors exit Cipla after disappointing Q4 guidance.,negative
Titan Company reports a 27% rise in quarterly revenue.,positive
Cipla introduces a new product line in the domestic market.,neutral
Analysts upgrade JSW Steel on improved growth outlook.,positive
Axis Bank reports robust performance with revenue of INR 3899 crore in Q1.,positive
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Kotak Mahindra Bank announces 19% increase in dividend payout.,positive
ICICI Bank posts record profits of INR 4525 crore.,positive
Market participants await Hindustan Unilever quarterly results.,neutral
Bajaj Finance stock plunges 6% amid concerns over debt levels.,negative
Dr. Reddy's announces organizational restructuring.,neutral
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
Tech Mahindra stock hits 52-week high on strong demand.,positive
HCL Technologies schedules board meeting for Q4.,neutral
HDFC Bank announces 7% increase in dividend payout.,positive
Shares of Maruti Suzuki fall after weak Q1 results.,negative
Market participants await Bajaj Finance quarterly results.,neutral
Titan Company faces legal challenges impacting market confidence.,negative
Analysts upgrade Titan Company on improved growth outlook.,positive
Analysts upgrade Asian Paints on improved growth outlook.,positive
Adani Ports schedules board meeting for Q1.,neutral
Power Grid posts record profits of INR 4673 crore.,positive
Investors exit Hindustan Unilever after disappointing Q2 guidance.,negative
Regulatory action against Mahindra & Mahindra triggers sell-off.,negative
Investors exit Maruti Suzuki after disappointing Q3 guidance.,negative
Adani Ports completes successful acquisition of Financial Corp.,positive
Power Grid faces regulatory investigation over irregularities.,negative
Reliance Industries announces organizational restructuring.,neutral
Titan Company schedules board meeting for Q4.,neutral
Mahindra & Mahindra reports robust performance with revenue of INR 4111 crore in Q2.,positive
Titan Company faces legal challenges impacting market confidence.,negative
Shares of Titan Company fall after weak Q4 results.,negative
Bajaj Finance schedules board meeting for Q3.,neutral
Investors cheer as Bharti Airtel secures major contract worth INR 1734 crore.,positive
Titan Company announces 32% increase in dividend payout.,positive
Dr. Reddy's introduces a new product line in the domestic market.,neutral
Asian Paints announces organizational restructuring.,neutral
TCS stock plunges 6% amid concerns over debt levels.,negative
Maruti Suzuki beats market expectations with 13% profit growth.,positive
Power Grid beats market expectations with 34% profit growth.,positive
Tata Motors completes successful acquisition of Financial Corp.,positive
Shares of SBI fall after weak Q3 results.,negative
Market participants await Bajaj Finance quarterly results.,neutral
Tech Mahindra introduces a new product line in the domestic market.,neutral
Cipla reports robust performance with revenue of INR 4183 crore in Q4.,positive
Investors cheer as JSW Steel secures major contract worth INR 2068 crore.,positive
Shares of Bajaj Finance fall after weak Q3 results.,negative
UltraTech Cement faces regulatory investigation over irregularities.,negative
Sun Pharma misses earnings estimates with 24% drop in profit.,negative
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Hindustan Unilever posts losses of INR 1135 crore this quarter.,negative
Wipro beats market expectations with 16% profit growth.,positive
Dr. Reddy's completes acquisition of Tech Solutions.,neutral
Infosys completes successful acquisition of Logistics Inc.,positive
Investors exit Kotak Mahindra Bank after disappointing Q3 guidance.,negative
Bajaj Finance introduces a new product line in the domestic market.,neutral
Hindustan Unilever posts losses of INR 1463 crore this quarter.,negative
Shares of ICICI Bank trade flat amid mixed market sentiment.,neutral
Cipla reports a 22% decline in net profit.,negative
Shares of Bajaj Finance trade flat amid mixed market sentiment.,neutral
ICICI Bank posts losses of INR 4445 crore this quarter.,negative
Shares of Bajaj Finance surge after strong Q4 results.,positive
Tech Mahindra schedules board meeting for Q1.,neutral
Analysts upgrade Bajaj Finance on improved growth outlook.,positive
Market participants await SBI quarterly results.,neutral
Tech Mahindra completes acquisition of Tech Solutions.,neutral
Analysts downgrade Dr. Reddy's citing poor performance.,negative
Shares of JSW Steel surge after strong Q3 results.,positive
Analysts downgrade Adani Ports citing poor performance.,negative
Maruti Suzuki posts losses of INR 3671 crore this quarter.,negative
Shares of Infosys fall after weak Q1 results.,negative
Bajaj Finance posts losses of INR 552 crore this quarter.,negative
Dr. Reddy's announces organizational restructuring.,neutral
Market participants await HDFC Bank quarterly results.,neutral
UltraTech Cement reports robust performance with revenue of INR 550 crore in Q3.,positive
Power Grid stock hits 52-week high on strong demand.,positive
Investors exit ICICI Bank after disappointing Q2 guidance.,negative
Investors exit HCL Technologies after disappointing Q2 guidance.,negative
Regulatory action against Bajaj Finance triggers sell-off.,negative
Bajaj Finance reports a 33% rise in quarterly revenue.,positive
Reliance Industries faces regulatory investigation over irregularities.,negative
Asian Paints faces legal challenges impacting market confidence.,negative
HCL Technologies reports a 6% decline in net profit.,negative
JSW Steel faces legal challenges impacting market confidence.,negative
Mahindra & Mahindra faces legal challenges impacting market confidence.,negative
Investors exit Bajaj Finance after disappointing Q1 guidance.,negative
Bharti Airtel introduces a new product line in the domestic market.,neutral
Tech Mahindra announces organizational restructuring.,neutral
ICICI Bank stock hits 52-week high on strong demand.,positive
Investors cheer as JSW Steel secures major contract worth INR 1890 crore.,positive
Analysts upgrade Tata Motors on improved growth outlook.,positive
Investors cheer as Wipro secures major contract worth INR 2985 crore.,positive
Sun Pharma reports a 24% decline in net profit.,negative
Dr. Reddy's announces 11% increase in dividend payout.,positive
SBI schedules board meeting for Q3.,neutral
Dr. Reddy's misses earnings estimates with 3% drop in profit.,negative
Cipla announces organizational restructuring.,neutral
Reliance Industries faces legal challenges impacting market confidence.,negative
Sun Pharma posts losses of INR 1444 crore this quarter.,negative
Shares of Sun Pharma surge after strong Q1 results.,positive
ICICI Bank stock plunges 5% amid concerns over debt levels.,negative
TCS faces regulatory investigation over irregularities.,negative
Tata Motors reports a 19% rise in quarterly revenue.,positive
JSW Steel completes acquisition of Capital Ltd.,neutral
JSW Steel stock plunges 25% amid concerns over debt levels.,negative
Market participants await HDFC Bank quarterly results.,neutral
Bharti Airtel reports robust performance with revenue of INR 1276 crore in Q3.,positive
Regulatory action against Tata Motors triggers sell-off.,negative
Adani Ports beats market expectations with 8% profit growth.,positive
Bajaj Finance posts record profits of INR 2551 crore.,positive
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Analysts upgrade Sun Pharma on improved growth outlook.,positive
Hindustan Unilever announces leadership changes in key divisions.,neutral
Bajaj Finance announces organizational restructuring.,neutral
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Titan Company completes acquisition of Digital Services.,neutral
TCS completes acquisition of Industrial Group.,neutral
SBI introduces a new product line in the domestic market.,neutral
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Asian Paints posts record profits of INR 1770 crore.,positive
ICICI Bank schedules board meeting for Q4.,neutral
Hindustan Unilever schedules board meeting for Q4.,neutral
SBI posts losses of INR 1580 crore this quarter.,negative
HDFC Bank reports a 25% decline in net profit.,negative
Investors cheer as UltraTech Cement secures major contract worth INR 498 crore.,positive
Tata Motors announces 18% increase in dividend payout.,positive
Power Grid faces regulatory investigation over irregularities.,negative
HCL Technologies completes acquisition of Tech Solutions.,neutral
Sun Pharma announces 18% increase in dividend payout.,positive
Analysts upgrade Bharti Airtel on improved growth outlook.,positive
Tech Mahindra stock hits 52-week high on strong demand.,positive
Kotak Mahindra Bank introduces a new product line in the domestic market.,neutral
Wipro stock plunges 18% amid concerns over debt levels.,negative
Shares of Cipla trade flat amid mixed market sentiment.,neutral
Adani Ports beats market expectations with 21% profit growth.,positive
Investors exit SBI after disappointing Q1 guidance.,negative
Tech Mahindra announces leadership changes in key divisions.,neutral
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Bajaj Finance stock plunges 21% amid concerns over debt levels.,negative
Analysts upgrade TCS on improved growth outlook.,positive
Investors exit Dr. Reddy's after disappointing Q2 guidance.,negative
Market participants await Wipro quarterly results.,neutral
Investors exit Titan Company after disappointing Q1 guidance.,negative
Tata Motors posts record profits of INR 4982 crore.,positive
Infosys posts record profits of INR 3233 crore.,positive
Shares of JSW Steel surge after strong Q1 results.,positive
Shares of Reliance Industries trade flat amid mixed market sentiment.,neutral
Market participants await Titan Company quarterly results.,neutral
Hindustan Unilever beats market expectations with 22% profit growth.,positive
Cipla schedules board meeting for Q4.,neutral
HDFC Bank reports a 20% decline in net profit.,negative
Cipla completes successful acquisition of Logistics Inc.,positive
Reliance Industries faces regulatory investigation over irregularities.,negative
Reliance Industries announces organizational restructuring.,neutral
Adani Ports misses earnings estimates with 16% drop in profit.,negative
Sun Pharma completes acquisition of Logistics Inc.,neutral
Reliance Industries schedules board meeting for Q3.,neutral
Mahindra & Mahindra reports a 9% decline in net profit.,negative
HDFC Bank completes acquisition of Digital Services.,neutral
SBI posts record profits of INR 2572 crore.,positive
Shares of HCL Technologies trade flat amid mixed market sentiment.,neutral
Bharti Airtel schedules board meeting for Q4.,neutral
Investors cheer as JSW Steel secures major contract worth INR 1284 crore.,positive
Analysts upgrade JSW Steel on improved growth outlook.,positive
Investors cheer as Adani Ports secures major contract worth INR 3465 crore.,positive
Investors exit Tech Mahindra after disappointing Q4 guidance.,negative
Reliance Industries introduces a new product line in the domestic market.,neutral
Market participants await Adani Ports quarterly results.,neutral
ITC reports robust performance with revenue of INR 455 crore in Q4.,positive
"Reliance Retail Ventures Secures ₹5,000 Crore Investment from Qatar Investment Authority. Reliance Retail Ventures Limited (RRVL), a subsidiary of Reliance Industries, announced on October 2, 2025, that it has secured a ₹5,000 crore investment from the Qatar Investment Authority (QIA). This strategic investment values RRVL at a pre-money equity valuation of ₹8.5 lakh crore, reinforcing its position as India's largest and most profitable retailer. The capital infusion will primarily be utilized to accelerate RRVL's expansion plans, including the acquisition of new brands and further penetration into tier-2 and tier-3 cities. This marks QIA's second major investment in RRVL, following an earlier ₹5,500 crore commitment in 2020. The deal underscores global investor confidence in India's retail sector and Reliance's dominant market leadership. On the BSE, Reliance Industries shares reacted positively, gaining 1.12% to close at ₹2,905.20, with trading volumes seeing a 15% uptick compared to the 30-day average. The company's management highlighted that this investment will support its vision of transforming India's retail landscape through technology and extensive store network growth.",neutral
Analysts downgrade Kotak Mahindra Bank citing poor performance.,negative
ICICI Bank reports a 4% decline in net profit.,negative
SBI stock plunges 12% amid concerns over debt levels.,negative
Tech Mahindra posts record profits of INR 2940 crore.,positive
HDFC Bank announces organizational restructuring.,neutral
Shares of Maruti Suzuki fall after weak Q2 results.,negative
Market participants await Cipla quarterly results.,neutral
Titan Company completes acquisition of Capital Ltd.,neutral
Wipro introduces a new product line in the domestic market.,neutral
ITC completes acquisition of Tech Solutions.,neutral
Cipla announces leadership changes in key divisions.,neutral
Kotak Mahindra Bank beats market expectations with 25% profit growth.,positive
Reliance Industries completes successful acquisition of Logistics Inc.,positive
Tech Mahindra posts losses of INR 2474 crore this quarter.,negative
Market participants await Adani Ports quarterly results.,neutral
Power Grid misses earnings estimates with 10% drop in profit.,negative
Bharti Airtel reports robust performance with revenue of INR 4635 crore in Q1.,positive
HDFC Bank stock plunges 6% amid concerns over debt levels.,negative
Hindustan Unilever completes successful acquisition of Energy Solutions.,positive
"HDFC Bank to Raise ₹20,000 Crore via Bonds for Growth Capital. HDFC Bank's board of directors has approved a significant proposal to raise up to ₹20,000 crore through the issuance of long-term bonds. These bonds will be offered on a private placement basis, aiming to bolster the bank's growth capital. The funds are earmarked to support the bank's ambitious expansion plans, including further increasing its loan book and investing in critical technology infrastructure. This strategic decision was formally announced via a regulatory filing submitted to both the BSE and NSE on October 1, 2025. The bank intends to issue these bonds in multiple tranches over the next 12 months, providing flexibility in its capital management. This proactive capital raise is expected to further strengthen HDFC Bank's capital adequacy ratio and facilitate its aggressive growth strategy across both retail and corporate lending segments. Analysts view this move as a prudent measure to maintain a robust balance sheet amidst rising credit demand in the Indian market.",neutral
Market participants await Axis Bank quarterly results.,neutral
JSW Steel announces 18% increase in dividend payout.,positive
Market participants await Tata Motors quarterly results.,neutral
Asian Paints completes acquisition of Tech Solutions.,neutral
TCS stock plunges 12% amid concerns over debt levels.,negative
Bharti Airtel completes acquisition of Digital Services.,neutral
Investors cheer as Cipla secures major contract worth INR 2723 crore.,positive
Market participants await Sun Pharma quarterly results.,neutral
Bharti Airtel reports robust performance with revenue of INR 1295 crore in Q1.,positive
Infosys stock hits 52-week high on strong demand.,positive
Mahindra & Mahindra faces regulatory investigation over irregularities.,negative
Shares of HDFC Bank fall after weak Q2 results.,negative
Investors cheer as ITC secures major contract worth INR 2611 crore.,positive
Mahindra & Mahindra faces legal challenges impacting market confidence.,negative
TCS misses earnings estimates with 4% drop in profit.,negative
Bharti Airtel introduces a new product line in the domestic market.,neutral
Wipro misses earnings estimates with 22% drop in profit.,negative
Power Grid introduces a new product line in the domestic market.,neutral
Sun Pharma introduces a new product line in the domestic market.,neutral
Shares of Wipro surge after strong Q2 results.,positive
Bharti Airtel completes acquisition of Digital Services.,neutral
Shares of Tech Mahindra surge after strong Q4 results.,positive
Sun Pharma schedules board meeting for Q2.,neutral
Regulatory action against Mahindra & Mahindra triggers sell-off.,negative
Cipla posts record profits of INR 2193 crore.,positive
Mahindra & Mahindra announces organizational restructuring.,neutral
UltraTech Cement announces organizational restructuring.,neutral
Investors exit JSW Steel after disappointing Q3 guidance.,negative
Axis Bank reports robust performance with revenue of INR 3777 crore in Q2.,positive
Investors cheer as Bajaj Finance secures major contract worth INR 3858 crore.,positive
JSW Steel stock plunges 3% amid concerns over debt levels.,negative
Reliance Industries faces legal challenges impacting market confidence.,negative
Bajaj Finance introduces a new product line in the domestic market.,neutral
Investors cheer as Axis Bank secures major contract worth INR 2645 crore.,positive
Sun Pharma announces leadership changes in key divisions.,neutral
Infosys misses earnings estimates with 18% drop in profit.,negative
Tech Mahindra reports robust performance with revenue of INR 1735 crore in Q1.,positive
Investors cheer as Maruti Suzuki secures major contract worth INR 3762 crore.,positive
Shares of Wipro fall after weak Q2 results.,negative
Axis Bank introduces a new product line in the domestic market.,neutral
"At Rs 10,000 crore, Anil Ambani's Reliance Capital recovery may be only 43%. Lenders to Anil Ambani-promoted Reliance Capital are likely to recover just about ₹10,000 crore after the winning bidder, Hinduja Group, declined to significantly improve its offer in the last round of bilateral negotiations that ended on Monday evening, people aware of the development told ET. The recovery, totalling about ₹10,090 crore on factoring in the target company's cash balances and the Hinduja offer, falls short of the ₹12,500-13,000 crore estimated liquidation value. A Hinduja Group entity, IndusInd International Holdings, offered ₹9,650 crore in the extended auction held on April 26. Hinduja improved the offer by only ₹10 crore during the bilateral negotiations, the people cited above said. In addition, the distressed financial services company has around Rs 430 crore as cash balances, which would be distributed among the lenders. This would add up to Rs 10,090 crore, equating to a 43% recovery for verified lenders.Administrator Nageswara Rao Y has admitted Rs 23,666 crore in claims from verified creditors.""Hinduja Group will submit a detailed resolution plan by next week while lenders are in the process of finalising distribution of the proceeds,"" one of the persons cited above said. After this, the administrator will invite lenders to vote on the eligible plans.However, resolution of Reliance Capital will be subject to approval from the Supreme Court, which is scheduled to hear in August the auction-related dispute between Torrent Investments, a bidder also in the fray in the earlier rounds.  100459497Crucial LIC, EPFO RolesThe stand by LIC, the Employees' Provident Fund Organisation (EPFO) and JC Flowers Asset Reconstruction Co on approving the plan will be critical since they are majority debtholders. Yes Bank, an original Reliance Capital lender, sold its debt to JC Flowers ARC. A resolution plan can be approved only if 66% of creditors vote in its favour.Separately, Credit Suisse-led bondholders have decided not to contest a decision by the National Company Law Tribunal (NCLT), which directed them to return the custody of Reliance General Insurance shares to the administrator, said the people cited above.This has come as a major relief to the lenders that were worried the resolution might be delayed if Credit Suisse-led bondholders appealed against the tribunal's order.In 2018, Credit Suisse-led investors invested in bonds issued by Reliance Home Finance, a Reliance Capital unit. The home finance company failed to honour the payment on the due date.",positive
Maruti Suzuki schedules board meeting for Q4.,neutral
Analysts downgrade Dr. Reddy's citing poor performance.,negative
Infosys posts record profits of INR 4291 crore.,positive
Shares of Wipro surge after strong Q3 results.,positive
UltraTech Cement completes acquisition of Capital Ltd.,neutral
Infosys completes successful acquisition of Tech Solutions.,positive
Axis Bank schedules board meeting for Q4.,neutral
SBI completes acquisition of Logistics Inc.,neutral
Shares of SBI surge after strong Q1 results.,positive
Power Grid faces regulatory investigation over irregularities.,negative
Asian Paints stock hits 52-week high on strong demand.,positive
Asian Paints completes successful acquisition of Logistics Inc.,positive
JSW Steel announces organizational restructuring.,neutral
Market participants await Kotak Mahindra Bank quarterly results.,neutral
TCS schedules board meeting for Q2.,neutral
Market participants await ICICI Bank quarterly results.,neutral
Shares of Tech Mahindra fall after weak Q4 results.,negative
ICICI Bank announces leadership changes in key divisions.,neutral
Tech Mahindra reports robust performance with revenue of INR 2320 crore in Q1.,positive
Wipro beats market expectations with 28% profit growth.,positive
Analysts downgrade UltraTech Cement citing poor performance.,negative
JSW Steel completes successful acquisition of Capital Ltd.,positive
SBI completes acquisition of Capital Ltd.,neutral
Shares of Kotak Mahindra Bank trade flat amid mixed market sentiment.,neutral
Analysts downgrade Tech Mahindra citing poor performance.,negative
Analysts upgrade JSW Steel on improved growth outlook.,positive
Bharti Airtel faces legal challenges impacting market confidence.,negative
Tech Mahindra reports a 8% decline in net profit.,negative
Shares of HCL Technologies trade flat amid mixed market sentiment.,neutral
Shares of Cipla trade flat amid mixed market sentiment.,neutral
Analysts downgrade Sun Pharma citing poor performance.,negative
Tata Motors completes acquisition of Digital Services.,neutral
Dr. Reddy's posts record profits of INR 3988 crore.,positive
Investors exit JSW Steel after disappointing Q2 guidance.,negative
Wipro announces leadership changes in key divisions.,neutral
HDFC Bank announces organizational restructuring.,neutral
SBI announces leadership changes in key divisions.,neutral
Wipro faces legal challenges impacting market confidence.,negative
Market participants await Tata Motors quarterly results.,neutral
Mahindra & Mahindra reports a 4% decline in net profit.,negative
Market participants await Axis Bank quarterly results.,neutral
Investors cheer as ICICI Bank secures major contract worth INR 2218 crore.,positive
ICICI Bank introduces a new product line in the domestic market.,neutral
Sun Pharma completes successful acquisition of Tech Solutions.,positive
Shares of Reliance Industries surge after strong Q1 results.,positive
Mahindra & Mahindra announces 14% increase in dividend payout.,positive
Sun Pharma announces leadership changes in key divisions.,neutral
Reliance Industries beats market expectations with 27% profit growth.,positive
Investors cheer as Axis Bank secures major contract worth INR 3565 crore.,positive
TCS schedules board meeting for Q1.,neutral
Bajaj Finance completes acquisition of Logistics Inc.,neutral
Market participants await TCS quarterly results.,neutral
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
Market participants await ITC quarterly results.,neutral
Shares of Dr. Reddy's surge after strong Q3 results.,positive
ICICI Bank completes acquisition of Tech Solutions.,neutral
TCS beats market expectations with 11% profit growth.,positive
Shares of HDFC Bank trade flat amid mixed market sentiment.,neutral
Wipro misses earnings estimates with 24% drop in profit.,negative
HDFC Bank announces leadership changes in key divisions.,neutral
Dr. Reddy's schedules board meeting for Q2.,neutral
Tata Motors completes successful acquisition of Financial Corp.,positive
"HDFC Bank Stock Gains 2% After Q2 Earnings Beat Estimates. HDFC Bank's shares experienced a 2% surge on the NSE, closing at ₹1,685.50, after the bank announced its Q2 FY2026 results, which comfortably surpassed analyst expectations. The reported net profit of ₹18,500 crore for the quarter was notably higher than the consensus estimate of ₹18,200 crore. Trading volumes for HDFCBANK surged significantly to 15.2 million shares on the day, considerably above its 30-day average volume of 9 million shares. The bank's management, led by CEO Sashidhar Jagdishan, attributed the strong performance to robust retail loan demand and continuous improvements in asset quality. Foreign institutional investors (FIIs) reportedly increased their stake marginally in the preceding quarter, signaling sustained confidence in the bank's prospects. The bank's market capitalization now stands at an impressive approximately ₹12.6 lakh crore, solidifying its position as a market leader.",neutral
Shares of SBI trade flat amid mixed market sentiment.,neutral
Sun Pharma reports robust performance with revenue of INR 1260 crore in Q1.,positive
Kotak Mahindra Bank reports a 14% decline in net profit.,negative
Infosys misses earnings estimates with 22% drop in profit.,negative
Shares of Dr. Reddy's fall after weak Q4 results.,negative
Bajaj Finance misses earnings estimates with 24% drop in profit.,negative
ITC schedules board meeting for Q4.,neutral
Tech Mahindra posts record profits of INR 403 crore.,positive
Kotak Mahindra Bank misses earnings estimates with 10% drop in profit.,negative
Shares of Bajaj Finance fall after weak Q3 results.,negative
ICICI Bank beats market expectations with 14% profit growth.,positive
Mahindra & Mahindra posts record profits of INR 4050 crore.,positive
Tech Mahindra misses earnings estimates with 16% drop in profit.,negative
Maruti Suzuki schedules board meeting for Q3.,neutral
Hindustan Unilever misses earnings estimates with 3% drop in profit.,negative
ICICI Bank reports a 13% decline in net profit.,negative
Dr. Reddy's completes acquisition of Digital Services.,neutral
Shares of Cipla surge after strong Q1 results.,positive
SBI posts record profits of INR 1270 crore.,positive
ICICI Bank announces leadership changes in key divisions.,neutral
HDFC Bank announces 14% increase in dividend payout.,positive
Axis Bank schedules board meeting for Q4.,neutral
Adani Ports announces 33% increase in dividend payout.,positive
Titan Company misses earnings estimates with 21% drop in profit.,negative
Analysts downgrade Axis Bank citing poor performance.,negative
Mahindra & Mahindra announces 32% increase in dividend payout.,positive
"Aditya Birla Capital Q2 FY26 Net Profit Jumps 22% to Rs 850 Crore, NII Up 18%. Aditya Birla Capital Limited (ABCAPITAL) reported a consolidated net profit of ₹850 crore for the second quarter of fiscal year 2026, marking a significant 22% year-on-year increase. The company's Net Interest Income (NII) also saw robust growth, rising by 18% to ₹2,800 crore during the same period. Assets Under Management (AUM) across its wealth management and AMC businesses collectively reached ₹4.2 lakh crore, demonstrating a substantial 25% growth. The lending book, encompassing both NBFC and housing finance segments, expanded by 20% to ₹1.15 lakh crore, indicating strong credit demand. Gross Written Premium (GWP) for the health insurance business surged by 30% to ₹1,200 crore, contributing to overall revenue diversification. The company's Return on Equity (RoE) stood at a healthy 16.5%, reflecting efficient capital utilization. On the NSE, ABCAPITAL shares closed at ₹185.30, up 3.1% on October 3, 2025, following the earnings announcement, with 8.5 million shares traded. CEO Vishakha Mulye attributed the strong performance to broad-based growth across all business segments, and the board also approved a dividend of ₹3 per share.",neutral
Infosys announces organizational restructuring.,neutral
ICICI Bank reports robust performance with revenue of INR 2148 crore in Q1.,positive
SBI faces legal challenges impacting market confidence.,negative
Regulatory action against Hindustan Unilever triggers sell-off.,negative
Shares of Adani Ports fall after weak Q4 results.,negative
Shares of Axis Bank surge after strong Q4 results.,positive
Shares of Maruti Suzuki surge after strong Q3 results.,positive
Shares of Reliance Industries surge after strong Q4 results.,positive
Analysts upgrade Mahindra & Mahindra on improved growth outlook.,positive
Tech Mahindra completes acquisition of Digital Services.,neutral
HDFC Bank posts record profits of INR 3383 crore.,positive
Shares of Tata Motors trade flat amid mixed market sentiment.,neutral
HDFC Bank reports a 18% rise in quarterly revenue.,positive
SBI introduces a new product line in the domestic market.,neutral
Shares of Power Grid surge after strong Q4 results.,positive
Analysts upgrade Infosys on improved growth outlook.,positive
HDFC Bank announces leadership changes in key divisions.,neutral
Dr. Reddy's completes successful acquisition of Logistics Inc.,positive
ITC stock hits 52-week high on strong demand.,positive
Dr. Reddy's announces organizational restructuring.,neutral
Mahindra & Mahindra completes successful acquisition of Logistics Inc.,positive
Mahindra & Mahindra reports a 11% rise in quarterly revenue.,positive
Titan Company posts losses of INR 2949 crore this quarter.,negative
Investors cheer as SBI secures major contract worth INR 355 crore.,positive
Bajaj Finance stock hits 52-week high on strong demand.,positive
HDFC Bank stock hits 52-week high on strong demand.,positive
JSW Steel completes acquisition of Energy Solutions.,neutral
SBI announces 27% increase in dividend payout.,positive
TCS reports robust performance with revenue of INR 3663 crore in Q2.,positive
Kotak Mahindra Bank schedules board meeting for Q1.,neutral
Shares of Dr. Reddy's trade flat amid mixed market sentiment.,neutral
Tech Mahindra announces organizational restructuring.,neutral
Market participants await Adani Ports quarterly results.,neutral
Tech Mahindra faces regulatory investigation over irregularities.,negative
Infosys introduces a new product line in the domestic market.,neutral
Reliance Industries posts losses of INR 2912 crore this quarter.,negative
Shares of Reliance Industries fall after weak Q4 results.,negative
Reliance Industries announces organizational restructuring.,neutral
Adani Ports announces 19% increase in dividend payout.,positive
Regulatory action against Cipla triggers sell-off.,negative
Bharti Airtel reports robust performance with revenue of INR 1407 crore in Q1.,positive
Kotak Mahindra Bank announces leadership changes in key divisions.,neutral
Shares of Asian Paints trade flat amid mixed market sentiment.,neutral
Investors exit HDFC Bank after disappointing Q3 guidance.,negative
Shares of JSW Steel surge after strong Q2 results.,positive
HDFC Bank announces organizational restructuring.,neutral
Shares of Tech Mahindra surge after strong Q1 results.,positive
Bajaj Finance stock hits 52-week high on strong demand.,positive
Shares of HCL Technologies surge after strong Q1 results.,positive
Shares of Tech Mahindra fall after weak Q1 results.,negative
HCL Technologies faces legal challenges impacting market confidence.,negative
Hindustan Unilever posts record profits of INR 3917 crore.,positive
Adani Ports announces organizational restructuring.,neutral
HCL Technologies completes acquisition of Tech Solutions.,neutral
Market participants await Maruti Suzuki quarterly results.,neutral
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Maruti Suzuki completes acquisition of Digital Services.,neutral
Titan Company stock plunges 25% amid concerns over debt levels.,negative
Bajaj Finance completes successful acquisition of Industrial Group.,positive
Investors cheer as UltraTech Cement secures major contract worth INR 143 crore.,positive
Analysts downgrade Adani Ports citing poor performance.,negative
Market participants await Sun Pharma quarterly results.,neutral
Regulatory action against Bharti Airtel triggers sell-off.,negative
Tata Motors announces 18% increase in dividend payout.,positive
Power Grid posts losses of INR 4894 crore this quarter.,negative
Shares of Reliance Industries surge after strong Q1 results.,positive
Analysts downgrade Reliance Industries citing poor performance.,negative
Shares of Tech Mahindra surge after strong Q4 results.,positive
Sun Pharma announces organizational restructuring.,neutral
Adani Ports posts losses of INR 433 crore this quarter.,negative
Analysts downgrade Titan Company citing poor performance.,negative
Mahindra & Mahindra reports robust performance with revenue of INR 3390 crore in Q1.,positive
Cipla posts record profits of INR 762 crore.,positive
Power Grid announces organizational restructuring.,neutral
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Shares of Bharti Airtel surge after strong Q2 results.,positive
Power Grid faces legal challenges impacting market confidence.,negative
Maruti Suzuki faces legal challenges impacting market confidence.,negative
JSW Steel completes successful acquisition of Capital Ltd.,positive
Analysts downgrade Tech Mahindra citing poor performance.,negative
Power Grid announces leadership changes in key divisions.,neutral
Wipro announces 25% increase in dividend payout.,positive
